A,B,C,D,E,F,G,H,I
45,45,180,74,2.0156,-12.958,7.9671,-8.2692,1009.1
46,46,180,74,2.0156,-13.615,8.8993,-9.4053,1010
47,47,180,74,2.0156,-14.228,10.062,-10.678,994.34
48,48,180,74,2.0156,-14.787,11.434,-12.182,958.87
49,49,180,74,2.0156,-15.295,13.017,-14.006,901.23
50,50,180,74,2.0156,-15.744,14.854,-16.105,820.88
51,51,180,74,2.0156,-16.063,16.998,-18.385,720.42
52,52,180,74,2.0156,-16.121,19.43,-20.97,606.2
53,53,180,74,2.0156,-15.801,22.098,-24.203,487.95
54,54,180,74,2.0156,-15.101,24.978,-28.252,377.17
55,55,180,74,2.0156,-14.161,28.105,-32.802,284.53
56,56,180,74,2.0156,-13.136,31.496,-37.285,216.98
57,57,180,74,2.0156,-12.072,35.053,-41.392,175.75
58,58,180,74,2.0156,-10.891,38.59,-45.126,156.26
59,59,180,74,2.0156,-9.4813,42.005,-48.273,150.17
60,60,180,74,2.0156,-7.7764,45.373,-50.028,149.07
61,61,180,74,2.0156,-5.7646,48.805,-49.368,0
62,62,180,74,2.0156,-3.4966,52.252,-46.257,0
63,63,180,74,2.0156,-1.0322,55.537,-41.746,0
64,64,180,74,2.0156,1.5651,58.467,-37.367,0
65,65,180,74,2.0156,4.2233,60.892,-34.174,0
66,66,180,74,2.0156,6.8566,62.729,-32.229,0
67,67,180,74,2.0156,9.3785,63.978,-30.836,0
68,68,180,74,2.0156,11.728,64.691,-29.228,0
69,69,180,74,2.0156,13.881,64.951,-27.098,0
70,70,180,74,2.0156,15.834,64.842,-24.611,0
71,71,180,74,2.0156,17.583,64.423,-22.119,0
72,72,180,74,2.0156,19.165,63.745,-19.861,0
73,73,180,74,2.0156,20.669,62.831,-17.893,0
74,74,180,74,2.0156,22.211,61.709,-16.183,0
75,75,180,74,2.0156,23.854,60.418,-14.68,0
76,76,180,74,2.0156,25.55,58.988,-13.336,0
77,77,180,74,2.0156,27.168,57.424,-12.109,0
78,78,180,74,2.0156,28.584,55.703,-10.997,0
79,79,180,74,2.0156,29.757,53.782,-10.027,0
80,80,180,74,2.0156,30.745,51.625,-9.2148,0
81,81,180,74,2.0156,31.659,49.218,-8.5237,0
82,82,180,74,2.0156,32.595,46.595,-7.9017,0
83,83,180,74,2.0156,33.579,43.793,-7.4332,0
84,84,180,74,2.0156,34.582,40.811,-7.3457,0
85,85,180,74,2.0156,35.549,37.602,-7.7829,0
86,86,180,74,2.0156,36.428,34.127,-8.6381,0
87,87,180,74,2.0156,37.195,30.416,-9.6428,0
88,88,180,74,2.0156,37.853,26.558,-10.539,0
89,89,180,74,2.0156,38.427,22.656,-11.179,0
90,90,180,74,2.0156,38.958,18.823,-11.519,0
91,91,180,74,2.0156,39.502,15.258,-11.581,0
92,92,180,74,2.0156,40.113,12.234,-11.518,0
93,93,180,74,2.0156,40.794,10.003,-11.551,0
94,94,180,74,2.0156,41.467,8.6406,-11.818,0
95,95,180,74,2.0156,41.973,8.0069,-12.242,0
96,96,180,74,2.0156,42.174,7.9024,-12.5,0
97,97,180,74,2.0156,42.057,8.2943,-12.174,0
98,98,180,74,2.0156,41.72,9.2989,-11.105,0
99,99,180,74,2.0156,41.233,10.826,-9.81,0
100,100,180,74,2.0156,40.577,12.393,-9.361,0
0,0,180,74,1.4853,37.302,8.2373,-18.284,-5.9627
1,1,180,74,1.4853,37.055,9.865,-18.943,227.87
2,2,180,74,1.4853,36.836,11.194,-20.507,427.07
3,3,180,74,1.4853,36.662,12.133,-22.641,566.12
4,4,180,74,1.4853,36.586,13.228,-24.557,640.44
5,5,180,74,1.4853,36.596,14.983,-25.667,664.64
6,6,180,74,1.4853,36.556,17.273,-25.966,663.72
7,7,180,74,1.4853,36.295,19.497,-25.774,662.17
8,8,180,74,1.4853,35.758,21.147,-25.274,675.36
9,9,180,74,1.4853,35.037,22.189,-24.371,706.17
10,10,180,74,1.4853,34.263,22.942,-22.96,747.14
11,11,180,74,1.4853,33.497,23.631,-21.212,786.06
12,12,180,74,1.4853,32.725,24.181,-19.539,811.84
13,13,180,74,1.4853,31.939,24.462,-18.253,818.27
14,14,180,74,1.4853,31.152,24.508,-17.372,805
15,15,180,74,1.4853,30.333,24.411,-16.77,776.2
16,16,180,74,1.4853,29.394,24.178,-16.313,738.19
17,17,180,74,1.4853,28.254,23.758,-15.872,697.18
18,18,180,74,1.4853,26.889,23.113,-15.349,657.79
19,19,180,74,1.4853,25.321,22.244,-14.738,622.53
20,20,180,74,1.4853,23.596,21.169,-14.127,591.99
21,21,180,74,1.4853,21.764,19.946,-13.613,565.5
22,22,180,74,1.4853,19.867,18.684,-13.203,541.87
23,23,180,74,1.4853,17.91,17.488,-12.833,520.1
24,24,180,74,1.4853,15.877,16.357,-12.487,499.73
25,25,180,74,1.4853,13.796,15.208,-12.219,480.97
26,26,180,74,1.4853,11.745,13.994,-12.032,464.52
27,27,180,74,1.4853,9.799,12.759,-11.814,451.4
28,28,180,74,1.4853,7.9779,11.572,-11.485,442.65
29,29,180,74,1.4853,6.2693,10.464,-11.124,439.18
30,30,180,74,1.4853,4.6818,9.4603,-10.852,441.72
31,31,180,74,1.4853,3.239,8.6127,-10.648,450.77
32,32,180,74,1.4853,1.9399,7.9621,-10.371,466.67
33,33,180,74,1.4853,0.76442,7.5198,-9.9353,489.55
34,34,180,74,1.4853,-0.28963,7.3083,-9.3774,519.24
35,35,180,74,1.4853,-1.2128,7.3414,-8.7668,555.12
36,36,180,74,1.4853,-2.023,7.5363,-8.1457,595.98
37,37,180,74,1.4853,-2.7806,7.7115,-7.565,639.96
38,38,180,74,1.4853,-3.5699,7.7303,-7.088,684.73
39,39,180,74,1.4853,-4.4667,7.6051,-6.7488,727.74
40,40,180,74,1.4853,-5.491,7.4391,-6.5405,766.67
41,41,180,74,1.4853,-6.5737,7.3263,-6.4507,799.85
42,42,180,74,1.4853,-7.5944,7.3429,-6.4988,826.56
43,43,180,74,1.4853,-8.4594,7.5831,-6.7272,846.99
44,44,180,74,1.4853,-9.1377,8.1345,-7.157,861.9
45,45,180,74,1.4853,-9.641,9.0186,-7.7498,871.89
46,46,180,74,1.4853,-10.014,10.183,-8.4516,876.61
47,47,180,74,1.4853,-10.336,11.575,-9.2747,874.06
48,48,180,74,1.4853,-10.692,13.172,-10.238,860.37
49,49,180,74,1.4853,-11.1,14.946,-11.316,830.37
50,50,180,74,1.4853,-11.46,16.882,-12.534,778.9
51,51,180,74,1.4853,-11.588,19.063,-14.039,702.88
52,52,180,74,1.4853,-11.346,21.653,-16.017,603.31
53,53,180,74,1.4853,-10.745,24.689,-18.678,486.59
54,54,180,74,1.4853,-9.9028,27.943,-22.321,363.89
55,55,180,74,1.4853,-8.9057,31.101,-27.145,248.75
56,56,180,74,1.4853,-7.7549,34.107,-32.768,153.24
57,57,180,74,1.4853,-6.4132,37.235,-38.058,84.427
58,58,180,74,1.4853,-4.8535,40.754,-41.932,42.673
59,59,180,74,1.4853,-3.0633,44.657,-44.264,22.548
60,60,180,74,1.4853,-1.0511,48.639,-45.95,15.72
61,61,180,74,1.4853,1.1553,52.315,-47.893,0
62,62,180,74,1.4853,3.5272,55.505,-49.883,0
63,63,180,74,1.4853,6.0208,58.317,-50.819,0
64,64,180,74,1.4853,8.551,60.913,-49.886,0
65,65,180,74,1.4853,10.996,63.273,-47.249,0
66,66,180,74,1.4853,13.219,65.21,-43.743,0
67,67,180,74,1.4853,15.111,66.571,-40.118,0
68,68,180,74,1.4853,16.654,67.372,-36.686,0
69,69,180,74,1.4853,17.949,67.735,-33.565,0
70,70,180,74,1.4853,19.162,67.732,-30.957,0
71,71,180,74,1.4853,20.443,67.379,-29.015,0
72,72,180,74,1.4853,21.846,66.695,-27.647,0
73,73,180,74,1.4853,23.325,65.737,-26.555,0
74,74,180,74,1.4853,24.79,64.576,-25.425,0
75,75,180,74,1.4853,26.163,63.249,-24.088,0
76,76,180,74,1.4853,27.413,61.746,-22.546,0
77,77,180,74,1.4853,28.567,60.031,-20.901,0
78,78,180,74,1.4853,29.686,58.071,-19.264,0
79,79,180,74,1.4853,30.82,55.86,-17.725,0
80,80,180,74,1.4853,31.976,53.421,-16.364,0
81,81,180,74,1.4853,33.111,50.778,-15.257,0
82,82,180,74,1.4853,34.171,47.943,-14.423,0
83,83,180,74,1.4853,35.103,44.88,-13.828,0
84,84,180,74,1.4853,35.85,41.515,-13.443,0
85,85,180,74,1.4853,36.354,37.828,-13.284,0
86,86,180,74,1.4853,36.569,33.924,-13.389,0
87,87,180,74,1.4853,36.498,29.983,-13.763,0
88,88,180,74,1.4853,36.205,26.109,-14.286,0
89,89,180,74,1.4853,35.797,22.269,-14.769,0
90,90,180,74,1.4853,35.401,18.446,-15.086,0
91,91,180,74,1.4853,35.139,14.851,-15.239,0
92,92,180,74,1.4853,35.095,11.889,-15.357,0
93,93,180,74,1.4853,35.253,9.8486,-15.576,0
94,94,180,74,1.4853,35.483,8.6151,-15.92,0
95,95,180,74,1.4853,35.617,7.7955,-16.354,0
96,96,180,74,1.4853,35.598,7.1633,-16.833,0
97,97,180,74,1.4853,35.5,6.9259,-17.259,0
98,98,180,74,1.4853,35.414,7.5416,-17.453,0
99,99,180,74,1.4853,35.355,9.2836,-17.215,0
100,100,180,74,1.4853,35.247,11.806,-16.611,0
0,0,180,74,1.1152,32.069,8.8419,-18.506,11.602
1,1,180,74,1.1152,31.62,10.184,-18.862,163.65
2,2,180,74,1.1152,31.054,11.033,-20.357,287.59
3,3,180,74,1.1152,30.591,11.417,-22.468,363.78
4,4,180,74,1.1152,30.32,12.011,-24.21,394.98
5,5,180,74,1.1152,30.038,13.154,-25.134,402.02
6,6,180,74,1.1152,29.485,14.34,-25.435,411.22
7,7,180,74,1.1152,28.647,14.97,-25.417,441.5
8,8,180,74,1.1152,27.683,15.062,-25.168,497.55
9,9,180,74,1.1152,26.685,15.021,-24.594,570.48
10,10,180,74,1.1152,25.685,15.143,-23.717,644.17
11,11,180,74,1.1152,24.733,15.461,-22.667,703.28
12,12,180,74,1.1152,23.887,15.874,-21.554,739.04
13,13,180,74,1.1152,23.151,16.244,-20.455,750.92
14,14,180,74,1.1152,22.514,16.5,-19.452,744.43
15,15,180,74,1.1152,21.937,16.669,-18.612,727.21
16,16,180,74,1.1152,21.269,16.707,-17.966,705.82
17,17,180,74,1.1152,20.343,16.535,-17.445,684.3
18,18,180,74,1.1152,19.165,16.114,-17.008,664.31
19,19,180,74,1.1152,17.898,15.525,-16.649,646.16
20,20,180,74,1.1152,16.551,14.882,-16.304,629.73
21,21,180,74,1.1152,15.045,14.31,-15.845,615.06
22,22,180,74,1.1152,13.387,13.828,-15.218,602.55
23,23,180,74,1.1152,11.695,13.263,-14.584,592.88
24,24,180,74,1.1152,10.062,12.418,-14.148,586.8
25,25,180,74,1.1152,8.5418,11.354,-13.894,584.84
26,26,180,74,1.1152,7.1688,10.347,-13.579,587.08
27,27,180,74,1.1152,5.9692,9.6254,-12.991,593.02
28,28,180,74,1.1152,4.9357,9.1715,-12.251,601.61
29,29,180,74,1.1152,4.0284,8.8095,-11.654,611.68
30,30,180,74,1.1152,3.19,8.4598,-11.244,622.29
31,31,180,74,1.1152,2.375,8.205,-10.818,633.04
32,32,180,74,1.1152,1.5618,8.1009,-10.279,644.08
33,33,180,74,1.1152,0.75701,8.1129,-9.7105,655.88
34,34,180,74,1.1152,-0.041048,8.1533,-9.2017,668.91
35,35,180,74,1.1152,-0.86132,8.1758,-8.7395,683.34
36,36,180,74,1.1152,-1.7274,8.191,-8.2612,698.94
37,37,180,74,1.1152,-2.6279,8.2119,-7.7851,715.11
38,38,180,74,1.1152,-3.5136,8.1864,-7.4276,730.99
39,39,180,74,1.1152,-4.3437,8.037,-7.301,745.68
40,40,180,74,1.1152,-5.1224,7.8128,-7.3653,758.41
41,41,180,74,1.1152,-5.8586,7.7082,-7.4715,768.62
42,42,180,74,1.1152,-6.5067,7.8774,-7.5532,775.94
43,43,180,74,1.1152,-7.0066,8.3232,-7.6944,780.07
44,44,180,74,1.1152,-7.4183,8.9463,-7.9664,780.71
45,45,180,74,1.1152,-7.9202,9.5457,-8.4091,777.74
46,46,180,74,1.1152,-8.6048,9.9961,-9.0964,771.29
47,47,180,74,1.1152,-9.3617,10.458,-10.018,761.72
48,48,180,74,1.1152,-10.043,11.157,-11.099,749.13
49,49,180,74,1.1152,-10.61,12.086,-12.209,732.67
50,50,180,74,1.1152,-11.047,13.167,-13.153,709.93
51,51,180,74,1.1152,-11.33,14.379,-13.923,676.95
52,52,180,74,1.1152,-11.402,15.79,-14.895,629.28
53,53,180,74,1.1152,-11.19,17.542,-16.433,563.83
54,54,180,74,1.1152,-10.666,19.809,-18.488,480.92
55,55,180,74,1.1152,-10.2,22.335,-20.758,385.6
56,56,180,74,1.1152,-10.254,24.601,-23.302,287.41
57,57,180,74,1.1152,-10.336,26.799,-26.346,198.16
58,58,180,74,1.1152,-9.4058,29.841,-29.761,128.24
59,59,180,74,1.1152,-7.3596,33.891,-33.073,82.813
60,60,180,74,1.1152,-5.0735,38.087,-35.8,60.111
61,61,180,74,1.1152,-3.0094,41.961,-37.71,0
62,62,180,74,1.1152,-0.86902,45.634,-39.072,0
63,63,180,74,1.1152,1.4653,49.108,-40.096,0
64,64,180,74,1.1152,3.7612,52.347,-40.303,0
65,65,180,74,1.1152,5.8702,55.358,-38.951,0
66,66,180,74,1.1152,7.8674,58.058,-36.368,0
67,67,180,74,1.1152,9.853,60.278,-33.513,0
68,68,180,74,1.1152,11.847,62.052,-31.124,0
69,69,180,74,1.1152,13.789,63.379,-29.334,0
70,70,180,74,1.1152,15.623,64.252,-27.829,0
71,71,180,74,1.1152,17.364,64.681,-26.265,0
72,72,180,74,1.1152,19.081,64.795,-24.457,0
73,73,180,74,1.1152,20.794,64.605,-22.475,0
74,74,180,74,1.1152,22.487,64.074,-20.506,0
75,75,180,74,1.1152,24.166,63.228,-18.688,0
76,76,180,74,1.1152,25.85,62.144,-17.055,0
77,77,180,74,1.1152,27.512,60.801,-15.55,0
78,78,180,74,1.1152,29.061,59.137,-14.159,0
79,79,180,74,1.1152,30.427,57.198,-12.947,0
80,80,180,74,1.1152,31.602,55.048,-12.054,0
81,81,180,74,1.1152,32.629,52.662,-11.507,0
82,82,180,74,1.1152,33.501,49.955,-11.182,0
83,83,180,74,1.1152,34.202,46.978,-11.011,0
84,84,180,74,1.1152,34.705,43.791,-11.252,0
85,85,180,74,1.1152,35.054,40.403,-12.057,0
86,86,180,74,1.1152,35.295,36.816,-13.231,0
87,87,180,74,1.1152,35.5,33.205,-14.281,0
88,88,180,74,1.1152,35.73,29.792,-14.869,0
89,89,180,74,1.1152,36.01,26.65,-15.097,0
90,90,180,74,1.1152,36.296,23.707,-15.288,0
91,91,180,74,1.1152,36.501,20.904,-15.605,0
92,92,180,74,1.1152,36.555,18.272,-15.925,0
93,93,180,74,1.1152,36.404,15.743,-16.132,0
94,94,180,74,1.1152,36.017,13.144,-16.317,0
95,95,180,74,1.1152,35.432,10.53,-16.639,0
96,96,180,74,1.1152,34.787,8.3381,-17.177,0
97,97,180,74,1.1152,34.236,7.0385,-17.853,0
98,98,180,74,1.1152,33.858,6.7574,-18.278,0
99,99,180,74,1.1152,33.663,7.6665,-17.991,0
100,100,180,74,1.1152,33.511,9.5182,-17.296,0
